Day,Time,Progression,Rain,Temp
10/29/2023,22:00:00,131,FALSE,31.59
10/29/2023,23:00:00,132,FALSE,27.52
10/30/2023,0:00:00,133,FALSE,27.52
10/30/2023,1:00:00,134,FALSE,27.8
10/30/2023,2:00:00,135,FALSE,26.98
10/30/2023,3:00:00,136,FALSE,26.71
10/30/2023,4:00:00,137,FALSE,26.71
10/30/2023,5:00:00,138,FALSE,26.71
10/30/2023,6:00:00,139,FALSE,26.71
10/30/2023,7:00:00,140,FALSE,26.98
10/30/2023,8:00:00,141,FALSE,26.71
10/30/2023,9:00:00,142,FALSE,26.44
10/30/2023,10:00:00,143,FALSE,27.25
10/30/2023,11:00:00,144,FALSE,27.52
10/30/2023,12:00:00,145,FALSE,27.52
