Day,Time,Progression,Rain,Temp
10/27/2023,15:00:00,76,FALSE,30.4
10/27/2023,16:00:00,77,FALSE,30.21
10/27/2023,17:00:00,78,FALSE,29.96
10/27/2023,18:00:00,79,FALSE,30.06
10/27/2023,19:00:00,80,FALSE,29.96
10/27/2023,20:00:00,81,FALSE,30.45
10/27/2023,21:00:00,82,FALSE,30.84
10/27/2023,22:00:00,83,FALSE,30.99
10/27/2023,23:00:00,84,FALSE,30.01
10/28/2023,0:00:00,85,FALSE,30.74
10/28/2023,1:00:00,86,FALSE,30.5
10/28/2023,2:00:00,87,FALSE,30.45
10/28/2023,3:00:00,88,FALSE,30.74
10/28/2023,4:00:00,89,FALSE,30.16
10/28/2023,5:00:00,90,FALSE,31.09
10/28/2023,6:00:00,91,FALSE,31.33
10/28/2023,7:00:00,92,FALSE,28.05
10/28/2023,8:00:00,93,FALSE,30.5
10/28/2023,9:00:00,94,FALSE,30.94
10/28/2023,10:00:00,95,FALSE,30.89
10/28/2023,11:00:00,96,FALSE,30.25
10/28/2023,12:00:00,97,FALSE,30.45
10/28/2023,13:00:00,98,FALSE,29.81
10/28/2023,14:00:00,99,FALSE,31.38
10/28/2023,15:00:00,100,FALSE,30.45
10/28/2023,16:00:00,101,FALSE,29.42
10/28/2023,17:00:00,102,FALSE,30.45
10/28/2023,18:00:00,103,FALSE,31.33
10/28/2023,19:00:00,104,FALSE,30.65
10/28/2023,20:00:00,105,FALSE,30.55
10/28/2023,21:00:00,106,FALSE,31.23
10/28/2023,22:00:00,107,FALSE,30.01
10/28/2023,23:00:00,108,FALSE,30.74
10/29/2023,0:00:00,109,FALSE,30.84
10/29/2023,1:00:00,110,FALSE,30.35
10/29/2023,2:00:00,111,FALSE,30.74
10/29/2023,3:00:00,112,FALSE,30.6
10/29/2023,4:00:00,113,FALSE,30.35
10/29/2023,5:00:00,114,FALSE,30.5
10/29/2023,6:00:00,115,FALSE,29.81
10/29/2023,7:00:00,116,FALSE,30.45
10/29/2023,8:00:00,117,FALSE,30.25
10/29/2023,9:00:00,118,FALSE,30.5
10/29/2023,10:00:00,119,FALSE,31.52
10/29/2023,11:00:00,120,FALSE,29.86
10/29/2023,12:00:00,121,FALSE,29.77
10/29/2023,13:00:00,122,FALSE,30.65
10/29/2023,14:00:00,123,FALSE,29.91
10/29/2023,15:00:00,124,FALSE,30.74
10/29/2023,16:00:00,125,FALSE,29.81
10/29/2023,17:00:00,126,FALSE,30.65
10/29/2023,18:00:00,127,FALSE,30.6
10/29/2023,19:00:00,128,FALSE,30.01
10/29/2023,20:00:00,129,FALSE,30.65
10/29/2023,21:00:00,130,FALSE,30.5
10/29/2023,22:00:00,131,FALSE,30.99
10/29/2023,23:00:00,132,FALSE,30.69
10/30/2023,0:00:00,133,FALSE,31.04
10/30/2023,1:00:00,134,FALSE,30.6
10/30/2023,2:00:00,135,FALSE,30.55
10/30/2023,3:00:00,136,FALSE,30.5
10/30/2023,4:00:00,137,FALSE,30.25
10/30/2023,5:00:00,138,FALSE,27.47
10/30/2023,6:00:00,139,FALSE,30.74
10/30/2023,7:00:00,140,FALSE,29.47
10/30/2023,8:00:00,141,FALSE,31.04
10/30/2023,9:00:00,142,FALSE,30.65
10/30/2023,10:00:00,143,FALSE,30.06
10/30/2023,11:00:00,144,FALSE,31.62
10/30/2023,12:00:00,145,FALSE,30.06
